userId, productId, lastBoughtTime
10, 297, 2021-07-21T22:00:00.000Z
10, 298, 2021-08-26T22:00:00.000Z
10, 98, 2021-08-05T22:00:00.000Z
10, 299, 2021-08-30T22:00:00.000Z
10, 190, 2021-08-20T22:00:00.000Z
10, 300, 2021-08-15T22:00:00.000Z
10, 68, 2021-07-22T22:00:00.000Z
10, 301, 2021-07-20T22:00:00.000Z
10, 302, 2021-09-05T22:00:00.000Z
10, 303, 2021-08-20T22:00:00.000Z
10, 169, 2021-08-23T22:00:00.000Z
11, 277, 2021-08-13T22:00:00.000Z
11, 71, 2021-07-12T22:00:00.000Z
11, 304, 2021-08-27T22:00:00.000Z
11, 305, 2021-07-24T22:00:00.000Z
11, 306, 2021-08-12T22:00:00.000Z
11, 307, 2021-07-17T22:00:00.000Z
11, 231, 2021-07-23T22:00:00.000Z
11, 308, 2021-08-04T22:00:00.000Z
11, 309, 2021-08-17T22:00:00.000Z
11, 310, 2021-08-20T22:00:00.000Z
11, 250, 2021-07-12T22:00:00.000Z
11, 311, 2021-07-10T22:00:00.000Z
11, 49, 2021-08-02T22:00:00.000Z
11, 121, 2021-07-25T22:00:00.000Z
11, 93, 2021-09-06T22:00:00.000Z
11, 312, 2021-07-27T22:00:00.000Z
11, 158, 2021-07-20T22:00:00.000Z
11, 299, 2021-07-14T22:00:00.000Z
11, 313, 2021-08-08T22:00:00.000Z
11, 314, 2021-08-30T22:00:00.000Z
11, 315, 2021-06-29T22:00:00.000Z
11, 316, 2021-07-25T22:00:00.000Z
11, 104, 2021-07-25T22:00:00.000Z
11, 317, 2021-08-16T22:00:00.000Z
12, 230, 2021-08-24T22:00:00.000Z
12, 318, 2021-08-23T22:00:00.000Z
12, 319, 2021-07-16T22:00:00.000Z
12, 320, 2021-07-23T22:00:00.000Z
12, 321, 2021-08-15T22:00:00.000Z
12, 322, 2021-07-14T22:00:00.000Z
12, 323, 2021-08-07T22:00:00.000Z
12, 324, 2021-08-02T22:00:00.000Z
12, 325, 2021-07-12T22:00:00.000Z
12, 326, 2021-07-19T22:00:00.000Z
12, 327, 2021-08-04T22:00:00.000Z
12, 328, 2021-07-14T22:00:00.000Z
12, 92, 2021-07-30T22:00:00.000Z
12, 329, 2021-08-10T22:00:00.000Z
12, 330, 2021-08-14T22:00:00.000Z
12, 55, 2021-07-12T22:00:00.000Z
12, 331, 2021-09-08T22:00:00.000Z
12, 124, 2021-08-08T22:00:00.000Z
12, 332, 2021-07-31T22:00:00.000Z
12, 298, 2021-07-28T22:00:00.000Z
12, 333, 2021-07-21T22:00:00.000Z
12, 221, 2021-08-30T22:00:00.000Z
12, 334, 2021-08-16T22:00:00.000Z
12, 335, 2021-07-23T22:00:00.000Z
12, 336, 2021-07-25T22:00:00.000Z
12, 337, 2021-08-08T22:00:00.000Z
13, 106, 2021-07-14T22:00:00.000Z
13, 338, 2021-08-20T22:00:00.000Z
13, 41, 2021-08-08T22:00:00.000Z
13, 339, 2021-08-10T22:00:00.000Z
13, 340, 2021-07-19T22:00:00.000Z
13, 286, 2021-08-22T22:00:00.000Z
13, 341, 2021-09-04T22:00:00.000Z
13, 112, 2021-08-12T22:00:00.000Z
13, 342, 2021-07-16T22:00:00.000Z
13, 343, 2021-08-19T22:00:00.000Z
13, 180, 2021-07-31T22:00:00.000Z
13, 181, 2021-08-20T22:00:00.000Z
13, 344, 2021-08-27T22:00:00.000Z
13, 250, 2021-07-10T22:00:00.000Z
13, 345, 2021-09-04T22:00:00.000Z
13, 346, 2021-08-15T22:00:00.000Z
13, 347, 2021-08-22T22:00:00.000Z
13, 348, 2021-07-25T22:00:00.000Z
13, 349, 2021-07-13T22:00:00.000Z
13, 350, 2021-08-20T22:00:00.000Z
13, 330, 2021-08-18T22:00:00.000Z
13, 351, 2021-08-20T22:00:00.000Z
13, 352, 2021-07-08T22:00:00.000Z
13, 353, 2021-07-17T22:00:00.000Z
13, 354, 2021-07-12T22:00:00.000Z
13, 221, 2021-08-08T22:00:00.000Z
13, 100, 2021-07-29T22:00:00.000Z
13, 355, 2021-08-09T22:00:00.000Z
13, 356, 2021-07-13T22:00:00.000Z
13, 357, 2021-08-02T22:00:00.000Z
13, 358, 2021-08-03T22:00:00.000Z
13, 359, 2021-08-05T22:00:00.000Z
14, 304, 2021-08-16T22:00:00.000Z
14, 133, 2021-07-16T22:00:00.000Z
14, 135, 2021-08-13T22:00:00.000Z
14, 360, 2021-09-01T22:00:00.000Z
14, 279, 2021-07-30T22:00:00.000Z
14, 361, 2021-07-07T22:00:00.000Z
14, 362, 2021-07-27T22:00:00.000Z
14, 4, 2021-07-21T22:00:00.000Z
14, 363, 2021-08-02T22:00:00.000Z
14, 364, 2021-08-08T22:00:00.000Z
14, 176, 2021-08-11T22:00:00.000Z
14, 365, 2021-08-27T22:00:00.000Z
14, 9, 2021-09-02T22:00:00.000Z
14, 146, 2021-07-13T22:00:00.000Z
14, 366, 2021-08-29T22:00:00.000Z
14, 367, 2021-07-17T22:00:00.000Z
14, 47, 2021-08-26T22:00:00.000Z
14, 120, 2021-07-24T22:00:00.000Z
14, 19, 2021-07-11T22:00:00.000Z
14, 368, 2021-08-21T22:00:00.000Z
14, 369, 2021-06-27T22:00:00.000Z
14, 370, 2021-07-12T22:00:00.000Z
14, 371, 2021-07-19T22:00:00.000Z
14, 372, 2021-08-14T22:00:00.000Z
14, 373, 2021-07-31T22:00:00.000Z
14, 315, 2021-07-31T22:00:00.000Z
14, 374, 2021-09-06T22:00:00.000Z
14, 357, 2021-08-05T22:00:00.000Z
14, 302, 2021-08-08T22:00:00.000Z
14, 375, 2021-07-11T22:00:00.000Z
14, 376, 2021-08-08T22:00:00.000Z
15, 377, 2021-07-14T22:00:00.000Z
15, 278, 2021-07-31T22:00:00.000Z
15, 107, 2021-08-12T22:00:00.000Z
15, 378, 2021-08-01T22:00:00.000Z
15, 232, 2021-07-10T22:00:00.000Z
15, 364, 2021-09-02T22:00:00.000Z
15, 379, 2021-08-13T22:00:00.000Z
15, 205, 2021-08-29T22:00:00.000Z
15, 380, 2021-08-18T22:00:00.000Z
15, 141, 2021-08-11T22:00:00.000Z
15, 381, 2021-07-23T22:00:00.000Z
15, 382, 2021-08-08T22:00:00.000Z
15, 82, 2021-08-01T22:00:00.000Z
15, 344, 2021-08-09T22:00:00.000Z
15, 383, 2021-08-16T22:00:00.000Z
15, 384, 2021-08-15T22:00:00.000Z
15, 117, 2021-08-22T22:00:00.000Z
15, 210, 2021-09-05T22:00:00.000Z
15, 118, 2021-08-07T22:00:00.000Z
15, 385, 2021-07-26T22:00:00.000Z
15, 386, 2021-08-07T22:00:00.000Z
15, 183, 2021-08-13T22:00:00.000Z
15, 387, 2021-07-18T22:00:00.000Z
15, 214, 2021-07-13T22:00:00.000Z
15, 388, 2021-08-24T22:00:00.000Z
15, 389, 2021-07-23T22:00:00.000Z
15, 390, 2021-08-19T22:00:00.000Z
15, 391, 2021-07-14T22:00:00.000Z
15, 392, 2021-07-14T22:00:00.000Z
15, 57, 2021-08-06T22:00:00.000Z
15, 217, 2021-08-03T22:00:00.000Z
15, 393, 2021-08-05T22:00:00.000Z
15, 27, 2021-08-04T22:00:00.000Z
15, 394, 2021-07-19T22:00:00.000Z
15, 395, 2021-07-16T22:00:00.000Z
15, 335, 2021-07-27T22:00:00.000Z
15, 396, 2021-07-22T22:00:00.000Z
15, 194, 2021-08-10T22:00:00.000Z
16, 397, 2021-09-02T22:00:00.000Z
16, 398, 2021-08-04T22:00:00.000Z
16, 399, 2021-07-24T22:00:00.000Z
16, 400, 2021-08-13T22:00:00.000Z
16, 401, 2021-07-19T22:00:00.000Z
16, 139, 2021-07-22T22:00:00.000Z
16, 402, 2021-08-22T22:00:00.000Z
16, 403, 2021-08-26T22:00:00.000Z
16, 145, 2021-07-13T22:00:00.000Z
16, 84, 2021-07-22T22:00:00.000Z
16, 404, 2021-08-19T22:00:00.000Z
16, 405, 2021-07-16T22:00:00.000Z
16, 406, 2021-07-18T22:00:00.000Z
16, 14, 2021-08-28T22:00:00.000Z
16, 407, 2021-08-23T22:00:00.000Z
16, 408, 2021-08-07T22:00:00.000Z
16, 409, 2021-07-17T22:00:00.000Z
16, 122, 2021-07-23T22:00:00.000Z
16, 157, 2021-08-27T22:00:00.000Z
16, 410, 2021-08-07T22:00:00.000Z
16, 411, 2021-08-14T22:00:00.000Z
16, 412, 2021-07-15T22:00:00.000Z
16, 413, 2021-09-03T22:00:00.000Z
16, 414, 2021-08-03T22:00:00.000Z
16, 415, 2021-07-30T22:00:00.000Z
16, 416, 2021-08-13T22:00:00.000Z
16, 99, 2021-07-09T22:00:00.000Z
16, 314, 2021-07-19T22:00:00.000Z
16, 337, 2021-07-31T22:00:00.000Z
16, 192, 2021-08-24T22:00:00.000Z
16, 417, 2021-07-08T22:00:00.000Z
16, 418, 2021-08-01T22:00:00.000Z
16, 419, 2021-09-01T22:00:00.000Z
17, 420, 2021-08-26T22:00:00.000Z
17, 421, 2021-09-03T22:00:00.000Z
17, 422, 2021-07-31T22:00:00.000Z
17, 423, 2021-07-13T22:00:00.000Z
17, 424, 2021-08-18T22:00:00.000Z
17, 364, 2021-08-04T22:00:00.000Z
17, 179, 2021-08-24T22:00:00.000Z
17, 425, 2021-08-06T22:00:00.000Z
17, 426, 2021-07-30T22:00:00.000Z
17, 427, 2021-07-26T22:00:00.000Z
17, 383, 2021-07-26T22:00:00.000Z
17, 428, 2021-08-27T22:00:00.000Z
17, 429, 2021-08-07T22:00:00.000Z
17, 430, 2021-08-04T22:00:00.000Z
17, 431, 2021-07-22T22:00:00.000Z
17, 432, 2021-07-11T22:00:00.000Z
17, 433, 2021-08-21T22:00:00.000Z
17, 434, 2021-07-27T22:00:00.000Z
17, 435, 2021-09-04T22:00:00.000Z
17, 436, 2021-08-08T22:00:00.000Z
17, 437, 2021-09-02T22:00:00.000Z
17, 438, 2021-08-29T22:00:00.000Z
17, 439, 2021-07-27T22:00:00.000Z
17, 350, 2021-08-15T22:00:00.000Z
17, 440, 2021-08-15T22:00:00.000Z
17, 159, 2021-08-13T22:00:00.000Z
17, 330, 2021-08-19T22:00:00.000Z
17, 411, 2021-07-15T22:00:00.000Z
17, 441, 2021-07-08T22:00:00.000Z
17, 442, 2021-06-29T22:00:00.000Z
17, 125, 2021-08-30T22:00:00.000Z
17, 443, 2021-07-31T22:00:00.000Z
17, 444, 2021-07-05T22:00:00.000Z
17, 445, 2021-08-12T22:00:00.000Z
17, 446, 2021-08-09T22:00:00.000Z
17, 244, 2021-08-30T22:00:00.000Z
17, 376, 2021-08-21T22:00:00.000Z
17, 447, 2021-07-16T22:00:00.000Z
17, 448, 2021-09-05T22:00:00.000Z
18, 449, 2021-07-15T22:00:00.000Z
18, 107, 2021-08-25T22:00:00.000Z
18, 450, 2021-09-01T22:00:00.000Z
18, 247, 2021-07-29T22:00:00.000Z
18, 451, 2021-08-01T22:00:00.000Z
18, 452, 2021-08-20T22:00:00.000Z
18, 453, 2021-07-25T22:00:00.000Z
18, 454, 2021-07-12T22:00:00.000Z
18, 455, 2021-07-18T22:00:00.000Z
18, 250, 2021-07-04T22:00:00.000Z
18, 456, 2021-08-11T22:00:00.000Z
18, 457, 2021-08-24T22:00:00.000Z
18, 429, 2021-07-10T22:00:00.000Z
18, 405, 2021-08-24T22:00:00.000Z
18, 458, 2021-08-18T22:00:00.000Z
18, 459, 2021-08-09T22:00:00.000Z
18, 460, 2021-09-02T22:00:00.000Z
18, 461, 2021-08-28T22:00:00.000Z
18, 186, 2021-08-23T22:00:00.000Z
18, 298, 2021-07-28T22:00:00.000Z
18, 462, 2021-08-26T22:00:00.000Z
18, 187, 2021-08-19T22:00:00.000Z
18, 463, 2021-07-10T22:00:00.000Z
18, 61, 2021-08-20T22:00:00.000Z
18, 464, 2021-07-27T22:00:00.000Z
18, 465, 2021-08-02T22:00:00.000Z
18, 466, 2021-07-10T22:00:00.000Z
18, 467, 2021-07-17T22:00:00.000Z
18, 68, 2021-07-04T22:00:00.000Z
18, 468, 2021-08-02T22:00:00.000Z
18, 101, 2021-07-21T22:00:00.000Z
18, 469, 2021-07-31T22:00:00.000Z
18, 470, 2021-08-15T22:00:00.000Z
18, 257, 2021-07-08T22:00:00.000Z
18, 471, 2021-07-30T22:00:00.000Z
18, 472, 2021-08-27T22:00:00.000Z
19, 473, 2021-08-12T22:00:00.000Z
19, 474, 2021-08-17T22:00:00.000Z
19, 475, 2021-07-24T22:00:00.000Z
19, 476, 2021-08-06T22:00:00.000Z
